#projection.x	projection.y	projection.z	knotoid_type	polynomial	PD_code
-0.8388648	-0.532284085	0.113927605	0_1	 + 1	PD[];
-0.258880992	-0.371473183	0.891621167	0_1	 + 1	PD[];
0.821151594	-0.373096694	-0.431866781	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.541049038	-0.837828306	-0.0728674694	0_1	 + 1	PD[];
-0.427852632	-0.572922843	-0.699071914	0_1	 + 1	PD[];
-0.348757701	-0.786032191	-0.51041303	0_1	 + 1	PD[];
-0.21225684	0.377330866	0.901425788	0_1	 + 1	PD[];
-0.601605163	-0.300983774	-0.739918911	0_1	 + 1	PD[];
-0.496151673	0.297383911	0.815718289	0_1	 + 1	PD[];
0.434606502	-0.182350966	-0.881966731	0_1	 + 1	PD[];
0.15386176	-0.889153135	-0.430967818	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
-0.327142641	-0.224652416	-0.917882882	0_1	 + 1	PD[];
-0.259251442	0.210344098	-0.942626146	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.511795222	0.796572012	-0.321774269	0_1	 + 1	PD[];
0.70732119	0.477849621	0.520918875	0_1	 + 1	PD[];
-0.384286041	-0.195145295	0.902353895	0_1	 + 1	PD[];
0.745784757	-0.202471711	0.634673382	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.355075122	-0.687419735	-0.633542237	0_1	 + 1	PD[];
0.783673549	0.511263303	-0.352796831	0_1	 + 1	PD[];
-0.427589027	0.834406356	-0.347755169	0_1	 + 1	PD[];
0.249141667	0.729624227	-0.636849211	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.699997187	-0.110450754	-0.705552669	0_1	 + 1	PD[];
-0.699926695	-0.670140483	0.247010838	0_1	 + 1	PD[];
-0.69220649	-0.694290178	-0.197005899	0_1	 + 1	PD[];
0.635447119	0.417185274	-0.64974103	0_1	 + 1	PD[];
-0.348431194	-0.372630576	-0.860082645	0_1	 + 1	PD[];
0.659092955	0.729223929	0.183926446	0_1	 + 1	PD[];
0.43848763	0.888644839	-0.134309151	0_1	 + 1	PD[];
0.798609241	0.102403206	-0.593074079	0_1	 + 1	PD[];
-0.647560694	-0.730799251	0.215864778	0_1	 + 1	PD[];
0.432612047	0.764263105	-0.478276827	0_1	 + 1	PD[];
0.65815979	-0.736108071	-0.15802088	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[5,1,6,0],X[1,7,2,6],X[4,3,5,2],X[3,8,4,7]];
0.612774851	0.710165493	0.346658268	0_1	 + 1	PD[];
0.209335665	-0.324160377	0.922550069	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.454392334	0.699575868	-0.551471859	0_1	 + 1	PD[];
-0.710233996	0.255892237	0.655810059	0_1	 + 1	PD[];
-0.876438664	-0.476902635	-0.0664766547	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.221053982	-0.75467258	0.617741398	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.544277486	0.224070583	-0.80842711	0_1	 + 1	PD[];
0.0418882217	-0.975745166	-0.214864487	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
0.339709246	0.854351087	0.393296134	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.890610226	0.0638715508	0.450259758	0_1	 + 1	PD[];
-0.112769679	-0.395871892	0.911355279	0_1	 + 1	PD[];
-0.984545402	0.124979338	0.122680547	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.159459517	-0.986462433	-0.0382691966	0_1	 + 1	PD[];
0.788392183	0.539089122	-0.296345548	0_1	 + 1	PD[];
-0.431464383	-0.871087267	0.234617685	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.937342565	0.319854866	-0.138136817	0_1	 + 1	PD[];
0.126238472	-0.637821752	-0.759767899	0_1	 + 1	PD[];
-0.302483296	-0.953076266	-0.0122264633	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.333421519	-0.937644508	0.0982490038	0_1	 + 1	PD[];
0.838198956	-0.194334714	0.509565039	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.413040588	-0.669384304	0.617512856	0_1	 + 1	PD[];
0.524449816	0.185287217	0.831036123	0_1	 + 1	PD[];
-0.415538982	0.352500702	-0.838493059	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.92029006	-0.39024551	-0.0278324946	0_1	 + 1	PD[];
0.360887412	-0.149593087	0.920533641	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.661569652	0.682080546	0.311595452	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.309291092	-0.00118363731	0.950966676	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[3,0,4,1],X[1,6,2,5],X[4,3,5,2]];
-0.774487411	-0.631199224	0.0419140868	0_1	 + 1	PD[];
-0.697593108	-0.613000012	-0.370937787	0_1	 + 1	PD[];
-0.765755318	0.641580894	0.044640216	0_1	 + 1	PD[];
-0.129516971	-0.708457651	0.693767332	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.540656649	-0.778008056	-0.319990394	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.450426368	0.771213334	0.449828946	0_1	 + 1	PD[];
0.58799067	0.671291413	-0.451259139	0_1	 + 1	PD[];
0.886866039	-0.362873603	-0.285991917	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.585456338	0.100423577	0.804460056	0_1	 + 1	PD[];
0.503972375	-0.146146217	-0.851265604	0_1	 + 1	PD[];
0.769562944	0.635890628	0.0584464199	0_1	 + 1	PD[];
-0.451641187	0.767047532	0.455695427	0_1	 + 1	PD[];
-0.750105115	-0.123873205	-0.649613535	0_1	 + 1	PD[];
-0.7678223	-0.126606082	0.628028514	0_1	 + 1	PD[];
0.65769206	0.162580712	0.735532913	0_1	 + 1	PD[];
-0.458664798	0.887401603	0.046314118	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.238946839	0.113062931	0.964427904	0_1	 + 1	PD[];
0.0445818764	-0.803715634	-0.593341079	0_1	 + 1	PD[];
0.743758499	-0.667492461	0.0357366633	0_1	 + 1	PD[];
-0.377202865	-0.170123855	0.910371283	0_1	 + 1	PD[];
0.474692333	-0.829469331	0.294360014	0_1	 + 1	PD[];
-0.0398537982	0.966592861	0.25319936	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
-0.889453848	-0.421969663	-0.175537621	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.162473773	0.917647433	-0.362664393	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.494687647	0.845949224	0.199133228	0_1	 + 1	PD[];
0.162191221	-0.729705139	-0.664247257	0_1	 + 1	PD[];
-0.105220523	0.879276072	0.464545188	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
-0.384783805	-0.922179422	-0.039070915	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,5,1,4],X[3,2,4,1],X[2,6,3,5]];
0.891816889	0.277254171	-0.357481133	0_1	 + 1	PD[];
0.347661876	0.117584791	0.930217736	0_1	 + 1	PD[];
-0.377055189	-0.398663937	0.836000269	0_1	 + 1	PD[];
0.976638403	0.119041006	-0.178904078	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.819040791	0.573731817	-0.00199616514	0_1	 + 1	PD[];
0.954831703	-0.27608911	0.10986911	0_1	 + 1	PD[];
-0.92718486	0.0636412804	0.369158533	0_1	 + 1	PD[];
-0.0303892618	-0.813611935	0.580613565	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.395132185	-0.845165353	-0.35995289	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.69011729	0.493138089	0.529672494	0_1	 + 1	PD[];
0.878471978	-0.196375923	-0.435572589	0_1	 + 1	PD[];
0.339639584	0.940545634	-0.00434326241	0_1	 + 1	PD[];
-0.687508782	-0.644228517	0.335113851	0_1	 + 1	PD[];
0.309693737	-0.181400132	0.933372263	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.485100752	0.588057376	-0.647198411	0_1	 + 1	PD[];
-0.842757406	0.417589435	0.339674872	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.0472811705	-0.984914239	-0.1664585	0_1	 + 1	PD[];
0.954740034	-0.0980532088	0.280814949	0_1	 + 1	PD[];
0.0996630352	-0.377386003	-0.920677514	0_1	 + 1	PD[];
-0.585758696	-0.600928632	-0.543848812	0_1	 + 1	PD[];
0.21465577	-0.640910921	0.736991243	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.972844207	0.230561854	0.0203808667	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.461360193	0.115128742	0.879711399	0_1	 + 1	PD[];
-0.741946868	0.400303475	0.5378401	0_1	 + 1	PD[];
-0.242139002	-0.256103725	0.93583096	0_1	 + 1	PD[];
-0.735276278	0.677589479	0.0155335702	0_1	 + 1	PD[];
-0.314005123	0.946975618	-0.068102587	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.301999914	-0.27105563	0.913961103	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.332671058	-0.926369375	-0.176549561	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.353403535	-0.835361646	0.421042589	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.317193874	0.0396772237	0.94753035	0_1	 + 1	PD[];
-0.476444209	-0.508825878	0.717005678	0_1	 + 1	PD[];
-0.723826693	-0.270884326	0.634583801	0_1	 + 1	PD[];
-0.860814352	0.497042854	0.109302574	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.838874561	0.293266062	0.458567867	0_1	 + 1	PD[];
0.758663422	0.603946253	-0.244292317	0_1	 + 1	PD[];
0.257793176	0.171303521	-0.95089315	0_1	 + 1	PD[];
0.152594063	-0.948158425	0.278766307	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.714711632	0.699086584	0.0215692064	0_1	 + 1	PD[];
0.673899535	-0.50344652	-0.540741174	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.511525678	0.156588108	0.844879663	0_1	 + 1	PD[];
-0.721102424	-0.544629326	0.428240809	0_1	 + 1	PD[];
-0.00207245086	0.0953017968	-0.995446268	0_1	 + 1	PD[];
0.50189758	0.673561048	0.542599607	0_1	 + 1	PD[];
-0.192136205	0.96242044	-0.191912936	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.620234314	0.204539232	0.757280066	0_1	 + 1	PD[];
0.940079166	0.221321369	-0.259360778	0_1	 + 1	PD[];
-0.173138226	0.824178125	0.539215702	0_1	 + 1	PD[];
0.278779233	0.333769028	0.900488965	0_1	 + 1	PD[];
0.399196108	0.446240219	0.800944527	0_1	 + 1	PD[];
-0.919753771	-0.346486453	0.184391266	0_1	 + 1	PD[];
-0.617089775	0.281331229	-0.734882949	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.318514939	-0.892871307	0.318322263	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.482205106	-0.69157441	-0.537776042	0_1	 + 1	PD[];
-0.892375687	-0.45073766	0.022387391	0_1	 + 1	PD[];
0.538961305	-0.490711129	0.684633697	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.907699045	0.419556684	-0.00739131495	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.218827809	0.387020114	-0.895728654	0_1	 + 1	PD[];
-0.706905763	0.702812101	0.0796203101	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[0,6,1,5],X[1,4,2,3],X[7,3,8,2],X[6,5,7,4]];
-0.158340252	0.429333371	0.88915759	0_1	 + 1	PD[];
-0.12671257	-0.98453389	0.120983236	0_1	 + 1	PD[];
0.188404183	0.87154796	0.452667668	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
-0.308534291	-0.466146779	0.829164502	0_1	 + 1	PD[];
0.526350662	-0.0320023186	0.84966513	0_1	 + 1	PD[];
0.164067756	0.695392744	-0.699650415	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.946587025	0.316712307	-0.0605501272	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.799448219	-0.234409166	-0.553113812	0_1	 + 1	PD[];
0.675748545	0.541218207	0.500446557	0_1	 + 1	PD[];
0.0657840484	-0.448961931	-0.891126053	0_1	 + 1	PD[];
0.0480588195	-0.810176019	-0.58421329	0_1	 + 1	PD[];
0.112825605	0.501435638	-0.857806903	0_1	 + 1	PD[];
-0.279796131	0.777371035	0.563390095	0_1	 + 1	PD[];
-0.827411382	0.227458242	0.513471668	0_1	 + 1	PD[];
-0.0468359596	-0.762987774	-0.644713928	0_1	 + 1	PD[];
0.960670242	0.183768418	0.208187065	0_1	 + 1	PD[];
-0.842434232	-0.126201816	0.523810716	0_1	 + 1	PD[];
-0.450090724	0.24206788	0.859547254	0_1	 + 1	PD[];
-0.0592113731	-0.99817762	-0.0116384025	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.522004058	-0.842464693	0.133285422	0_1	 + 1	PD[];
0.479994493	-0.394220534	-0.783706232	0_1	 + 1	PD[];
-0.582446451	0.218797091	-0.78286906	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.777483891	-0.493717012	-0.389566825	0_1	 + 1	PD[];
0.832197414	-0.396676272	-0.387421475	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.114088144	-0.269495849	-0.956219579	0_1	 + 1	PD[];
-0.75910386	-0.650880289	-0.010778646	0_1	 + 1	PD[];
-0.94016998	-0.167009171	0.296965225	0_1	 + 1	PD[];
0.676525751	0.687645904	0.263545098	0_1	 + 1	PD[];
0.742903223	-0.4320136	-0.511330667	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.675118364	-0.702134827	0.226322512	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.826588211	-0.349473431	-0.441157853	0_1	 + 1	PD[];
-0.581309902	-0.765984236	-0.274493987	0_1	 + 1	PD[];
-0.553611069	0.798579473	0.236189774	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.61309822	-0.786062825	-0.0788403917	0_1	 + 1	PD[];
0.324342859	-0.820312627	0.471050852	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.174995316	-0.870258471	0.460463715	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.707527527	0.236599473	-0.665902011	0_1	 + 1	PD[];
0.888363796	-0.0996290408	-0.448200647	0_1	 + 1	PD[];
-0.895518658	-0.395850052	-0.203344706	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.134795904	-0.942929402	0.304490078	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.713184846	0.466118183	0.523546764	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.519977055	0.511726558	0.683929669	0_1	 + 1	PD[];
0.753721922	0.528425316	-0.390730021	0_1	 + 1	PD[];
0.0324805672	-0.994384182	-0.100722948	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.763074028	0.434673099	-0.478306727	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,5,1,4],X[3,2,4,1],X[5,2,6,3]];
0.883312307	-0.312801539	-0.349162663	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.657172246	0.473767351	0.586233004	0_1	 + 1	PD[];
-0.721147877	0.129632827	0.680544687	0_1	 + 1	PD[];
0.150977122	-0.318236543	-0.935912075	0_1	 + 1	PD[];
-0.956238171	-0.143239441	-0.255129424	0_1	 + 1	PD[];
0.0204490876	-0.99333134	0.113466663	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.823160144	-0.502229643	-0.264901423	0_1	 + 1	PD[];
0.527511166	0.624139355	0.576352353	0_1	 + 1	PD[];
0.078556247	-0.975929771	0.20344532	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.246299165	-0.684581587	-0.686064699	0_1	 + 1	PD[];
-0.206666813	0.799182226	0.564443619	0_1	 + 1	PD[];
0.595563097	-0.385327095	0.704860006	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.0559657041	-0.91397613	-0.401889877	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
-0.704633301	-0.652819382	0.278062522	0_1	 + 1	PD[];
0.587254723	0.642739142	0.49195354	0_1	 + 1	PD[];
0.639791658	0.768547569	-0.00112578692	0_1	 + 1	PD[];
0.202520362	0.14032476	-0.969172051	0_1	 + 1	PD[];
0.498710133	-0.856283743	-0.134411139	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[5,1,6,0],X[1,7,2,6],X[4,3,5,2],X[3,8,4,7]];
-0.34016099	0.78571487	0.516664924	0_1	 + 1	PD[];
-0.816628702	-0.200482044	0.541225011	0_1	 + 1	PD[];
0.250867378	-0.246959713	-0.935989561	0_1	 + 1	PD[];
0.419558198	-0.877065833	0.233936836	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.844054265	0.498748518	-0.197033785	0_1	 + 1	PD[];
0.863710668	0.0725049815	0.498745335	0_1	 + 1	PD[];
-0.140448475	-0.897261123	0.418565053	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.385965928	0.172896049	-0.906166242	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.374582328	-0.472015395	-0.798053598	0_1	 + 1	PD[];
0.26945154	-0.809659858	-0.52138928	0_1	 + 1	PD[];
0.239694738	0.963691946	-0.117661661	0_1	 + 1	PD[];
0.530652882	-0.471139346	-0.704581603	0_1	 + 1	PD[];
0.355240707	0.267284309	-0.895747251	0_1	 + 1	PD[];
0.807072849	-0.580740264	-0.106649718	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.419993457	-0.563544396	0.711353084	0_1	 + 1	PD[];
-0.771703504	-0.569002477	-0.28409485	0_1	 + 1	PD[];
0.55720521	-0.352197823	-0.751983409	0_1	 + 1	PD[];
-0.723503835	-0.625661129	-0.291702508	0_1	 + 1	PD[];
-0.441588471	0.853514115	0.276610337	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.0840949718	0.955224866	0.2836785	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
0.271969135	0.53385121	0.800647035	0_1	 + 1	PD[];
-0.296647993	0.954679544	0.0242267777	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.17436383	-0.436629813	0.882582382	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.182412788	-0.941769814	-0.282480428	0_1	 + 1	PD[];
0.674843906	-0.586281772	-0.448173388	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.384959166	-0.839909003	0.382569348	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.945679589	-0.129473643	0.298205785	0_1	 + 1	PD[];
-0.578615846	0.264358848	0.771568598	0_1	 + 1	PD[];
-0.302900908	-0.294451574	-0.906393574	0_1	 + 1	PD[];
-0.924673367	-0.183336357	0.333716864	0_1	 + 1	PD[];
0.216252541	-0.21918361	-0.951416514	0_1	 + 1	PD[];
0.714517648	0.53003464	-0.456648455	0_1	 + 1	PD[];
-0.84258518	0.50540026	-0.186066631	0_1	 + 1	PD[];
0.56821203	0.683995553	0.457476963	0_1	 + 1	PD[];
0.630236838	0.414636411	-0.656413112	0_1	 + 1	PD[];
-0.508350237	-0.760756331	0.403521798	0_1	 + 1	PD[];
-0.343228117	-0.874096345	-0.343729603	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.66248288	0.242757498	-0.708650289	0_1	 + 1	PD[];
0.356442903	0.933707331	-0.033750202	0_1	 + 1	PD[];
0.794984356	0.606549466	0.0098802885	0_1	 + 1	PD[];
-0.671341669	0.412619568	-0.615666675	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.6339571	0.559275265	0.534143776	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.382779972	0.246865518	0.890245421	0_1	 + 1	PD[];
0.528990967	0.230650751	-0.81668157	0_1	 + 1	PD[];
0.329741403	0.161478585	0.930158736	0_1	 + 1	PD[];
-0.611997737	0.72025958	0.326626555	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.633350733	0.707219951	0.314176368	0_1	 + 1	PD[];
-0.113993315	-0.477853985	0.871011535	0_1	 + 1	PD[];
0.0630375559	0.812015019	-0.580222264	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.49716938	0.281388509	-0.820757647	0_1	 + 1	PD[];
0.706320954	0.0899820129	-0.702149519	0_1	 + 1	PD[];
-0.669817971	-0.64516178	0.367573346	0_1	 + 1	PD[];
-0.514856909	-0.366876739	-0.774805667	0_1	 + 1	PD[];
0.906836096	-0.266348235	-0.326660239	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.197655623	-0.782397539	-0.590581363	0_1	 + 1	PD[];
0.229273854	-0.0778411653	-0.97024443	0_1	 + 1	PD[];
0.0660431719	0.96657326	0.247738638	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
0.505983485	0.860251024	-0.0628401837	0_1	 + 1	PD[];
0.347276074	-0.937758458	-0.0028986996	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.670476083	0.493702042	0.553823181	0_1	 + 1	PD[];
0.550616949	-0.273519645	-0.788674825	0_1	 + 1	PD[];
0.191860757	-0.489143689	0.850839527	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.075905407	0.985422429	-0.152253096	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.567140348	0.594447262	0.570073924	0_1	 + 1	PD[];
0.55595392	-0.768234377	0.317381761	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.0632768154	-0.803118538	-0.59244971	0_1	 + 1	PD[];
0.612812577	0.0186769103	0.790007543	0_1	 + 1	PD[];
