#projection.x	projection.y	projection.z	knotoid_type	polynomial	PD_code
-0.215619548	-0.803907363	0.55429339	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.341049863	0.0744035897	-0.937096098	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,3,1,4],X[1,6,2,5],X[6,3,7,2],X[7,4,8,5]];
0.879837333	-0.145619415	0.452417124	0_1	 + 1	PD[];
0.748901224	-0.0858253477	-0.657100423	0_1	 + 1	PD[];
0.538236773	-0.548078566	-0.640242971	0_1	 + 1	PD[];
-0.879482043	0.418902512	0.225902681	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.776036372	-0.369826658	-0.510877473	0_1	 + 1	PD[];
-0.781094316	-0.456019809	0.426541443	0_1	 + 1	PD[];
0.870697069	0.0438710553	-0.489859107	0_1	 + 1	PD[];
0.808376155	-0.57574584	0.122656921	0_1	 + 1	PD[];
-0.721074142	0.635006276	-0.277162609	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.925863025	-0.377353053	-0.0195533214	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.195871445	0.122246485	0.972980048	0_1	 + 1	PD[];
-0.538415232	-0.200904355	0.8183804	0_1	 + 1	PD[];
0.267121684	-0.961274067	0.0678098304	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.500088483	0.0430302924	-0.864904563	0_1	 + 1	PD[];
0.779297435	0.602356308	0.172807367	0_1	 + 1	PD[];
-0.583227608	-0.808145197	0.0821395032	0_1	 + 1	PD[];
0.786058265	-0.541228937	0.298636303	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.172459857	0.965446662	-0.195372315	0_1	 + 1	PD[];
0.40917223	0.321366581	0.853991573	0_1	 + 1	PD[];
-0.185288376	-0.931164386	-0.314008127	0_1	 + 1	PD[];
0.319747266	-0.85397958	-0.410463839	0_1	 + 1	PD[];
0.372807178	-0.918153182	0.134199638	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.841483071	0.25070251	-0.478596377	0_1	 + 1	PD[];
0.510771754	0.851382386	0.119416278	0_1	 + 1	PD[];
0.958716723	-0.281536247	0.0399948279	0_1	 + 1	PD[];
0.732452673	-0.591199428	0.337633407	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[2,5,3,6],X[4,1,5,0],X[1,4,2,3]];
0.825020534	0.564806176	0.0183058088	0_1	 + 1	PD[];
0.662115333	-0.188841159	0.725218796	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.804476906	0.154478242	0.573544575	0_1	 + 1	PD[];
0.786765687	0.548358953	-0.283376449	0_1	 + 1	PD[];
-0.112650563	-0.60368895	-0.78922082	0_1	 + 1	PD[];
0.512158861	-0.25542887	-0.820030117	0_1	 + 1	PD[];
-0.19054598	0.975487313	-0.110076024	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.861839589	-0.454579059	-0.224923101	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.721556851	0.55492982	0.414015224	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.749329545	0.658319708	-0.0715569337	0_1	 + 1	PD[];
0.105059851	0.977471775	0.183061075	0_1	 + 1	PD[];
0.822416937	-0.408774602	0.395643408	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.272321468	-0.393149936	-0.878222151	0_1	 + 1	PD[];
0.119404354	-0.450953262	-0.884524593	0_1	 + 1	PD[];
0.13507933	-0.733502041	-0.666129364	0_1	 + 1	PD[];
-0.30658962	0.499820492	0.810050789	0_1	 + 1	PD[];
-0.378036344	0.889280235	-0.257428022	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.904304329	0.0339370772	-0.425537256	0_1	 + 1	PD[];
-0.129936646	-0.568178632	0.812582002	0_1	 + 1	PD[];
-0.475059095	0.174941307	0.862388773	0_1	 + 1	PD[];
-0.962468945	-0.204302033	0.178645486	0_1	 + 1	PD[];
0.60219037	0.768769777	0.215313233	0_1	 + 1	PD[];
0.159067394	0.971634612	0.174996414	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.683889721	-0.501196364	-0.530185868	0_1	 + 1	PD[];
-0.242093838	0.949323429	-0.20043852	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.303641806	-0.60592703	0.735291839	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.633546716	0.206595099	0.745611846	0_1	 + 1	PD[];
0.269897624	0.0769896199	0.959806163	0_1	 + 1	PD[];
0.378122937	0.858900893	-0.345416126	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.938594983	-0.336037305	-0.078220122	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.687128818	0.435468102	0.581568156	0_1	 + 1	PD[];
0.235517759	0.659512086	-0.713845357	0_1	 + 1	PD[];
-0.131857471	0.985934156	-0.102700762	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.293211911	0.51313829	0.806669617	0_1	 + 1	PD[];
0.741088449	-0.391529794	-0.545428576	0_1	 + 1	PD[];
0.159142842	-0.812476668	-0.560852226	0_1	 + 1	PD[];
-0.504207348	0.0247298987	-0.863228465	0_1	 + 1	PD[];
-0.158237673	0.985893131	-0.0545488168	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.00554246852	-0.0082901222	0.999950276	0_1	 + 1	PD[];
0.668271733	-0.312402527	0.675142616	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.923653932	0.222785256	-0.311817484	0_1	 + 1	PD[];
0.0244942461	-0.984342074	-0.174558626	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
0.239353175	-0.16778039	-0.956326199	0_1	 + 1	PD[];
0.922303497	-0.0519162628	0.382963394	0_1	 + 1	PD[];
-0.426361148	0.547686654	0.719899646	0_1	 + 1	PD[];
0.255122438	-0.334965121	0.907034128	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.54869815	0.315912679	-0.774034573	0_1	 + 1	PD[];
-0.65547842	-0.745370507	0.121535381	0_1	 + 1	PD[];
-0.569337713	0.70041339	-0.430436583	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,5,1,4],X[3,2,4,1],X[5,2,6,3]];
-0.425901706	0.774464271	0.467774336	0_1	 + 1	PD[];
0.243260501	0.200310031	0.949052275	0_1	 + 1	PD[];
0.915206397	-0.170233458	0.365264044	0_1	 + 1	PD[];
0.262349967	0.818766529	0.510679807	0_1	 + 1	PD[];
0.509971828	0.334058803	-0.792674871	0_1	 + 1	PD[];
-0.706463695	-0.701151525	-0.0964136212	0_1	 + 1	PD[];
-0.177413173	0.976304022	-0.123915385	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.897077597	0.34070507	0.281374909	0_1	 + 1	PD[];
-0.0617441808	-0.99576701	-0.0680861068	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.741042666	0.363275271	-0.564700668	0_1	 + 1	PD[];
0.888650872	-0.41997636	0.184172432	0_1	 + 1	PD[];
0.749921347	0.533905589	-0.390592877	0_1	 + 1	PD[];
0.852384335	0.38256509	0.356489688	0_1	 + 1	PD[];
-0.946898653	-0.29250467	-0.133506402	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.741221478	0.455273546	-0.493271444	0_1	 + 1	PD[];
-0.175421316	0.0796986498	-0.981262191	0_1	 + 1	PD[];
0.705041504	0.167002878	-0.689221674	0_1	 + 1	PD[];
-0.0639732952	-0.657838681	-0.750436998	0_1	 + 1	PD[];
-0.901815536	0.124469001	0.413806968	0_1	 + 1	PD[];
0.737155654	0.403250419	-0.542209038	0_1	 + 1	PD[];
-0.256320401	0.638714282	0.725495636	0_1	 + 1	PD[];
-0.921404658	0.0642119897	0.383262672	0_1	 + 1	PD[];
0.818059222	-0.558549163	-0.137120176	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.550617513	-0.115400731	0.826742418	0_1	 + 1	PD[];
-0.463026775	0.882318736	-0.0843792241	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.281315804	-0.0530476143	0.958147885	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[3,0,4,1],X[1,6,2,5],X[4,3,5,2]];
-0.939382924	0.0233472713	-0.342074009	0_1	 + 1	PD[];
-0.31056269	0.941823756	-0.128525592	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.181246623	-0.521194589	-0.83396994	0_1	 + 1	PD[];
0.432476235	-0.66602592	0.607761285	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.325093452	-0.944780109	0.0412891377	0_1	 + 1	PD[];
0.667174873	-0.312773954	-0.676054837	0_1	 + 1	PD[];
-0.760819345	0.477862579	0.439091425	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.928790001	-0.337670218	-0.152734926	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.129291098	-0.0927906821	0.987255641	0_1	 + 1	PD[];
-0.579448111	-0.0753550099	-0.811518027	0_1	 + 1	PD[];
0.704980367	-0.540791305	-0.458854494	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.269861726	-0.763014021	0.5873536	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.369394505	-0.682567835	-0.630594045	0_1	 + 1	PD[];
-0.181679288	-0.459543907	0.869374508	0_1	 + 1	PD[];
-0.981613725	0.184296264	0.0496928762	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.481673352	0.837101309	-0.259330255	0_1	 + 1	PD[];
-0.971301628	-0.0292812445	-0.236041855	0_1	 + 1	PD[];
0.760470108	-0.634783474	-0.136876426	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.745209123	-0.513186362	-0.425797043	0_1	 + 1	PD[];
0.458107391	-0.00126547122	-0.888895954	0_1	 + 1	PD[];
0.3335945	-0.0748396582	0.939741313	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[3,0,4,1],X[5,2,6,1],X[2,7,3,6],X[4,7,5,8]];
-0.317305978	0.901198274	-0.295226333	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.457875223	0.438097729	-0.773576538	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.655018735	-0.283685973	0.70033758	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.238731743	-0.967336463	0.0852485914	0_1	 + 1	PD[];
0.12121133	0.306176066	0.944226684	0_1	 + 1	PD[];
-0.372224778	-0.214796292	0.902945883	0_1	 + 1	PD[];
-0.894015143	0.200743232	0.400548473	0_1	 + 1	PD[];
-0.624024678	-0.305869073	-0.719053065	0_1	 + 1	PD[];
0.417344787	-0.401369832	-0.81530705	0_1	 + 1	PD[];
0.179597229	0.50046923	0.846921121	0_1	 + 1	PD[];
-0.066774485	-0.710764927	0.700253088	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.748818389	-0.53394939	-0.392643692	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.525407297	0.806931285	0.269831564	0_1	 + 1	PD[];
0.0200614763	0.324814782	0.945564855	0_1	 + 1	PD[];
0.162196051	0.768007702	0.619561628	0_1	 + 1	PD[];
-0.71363694	-0.632470727	-0.30116955	0_1	 + 1	PD[];
-0.968410324	0.238525291	-0.0727126542	0_1	 + 1	PD[];
0.932427012	-0.297974371	0.204428819	0_1	 + 1	PD[];
0.782281719	-0.622309708	0.0276756166	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.759376576	0.0278694845	0.650054235	0_1	 + 1	PD[];
0.838122717	-0.52914551	-0.132496564	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.463967427	-0.872566706	-0.152844923	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[5,1,6,0],X[3,2,4,1],X[2,8,3,7],X[4,7,5,6]];
-0.2613418	-0.297577442	-0.918230978	0_1	 + 1	PD[];
0.957759144	-0.245996047	-0.148940814	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.778325095	-0.0258862501	-0.627327625	0_1	 + 1	PD[];
-0.803296698	0.595369495	0.0157980882	0_1	 + 1	PD[];
-0.0281240447	0.999603639	-0.00126611954	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.278022295	-0.580879222	-0.765037864	0_1	 + 1	PD[];
0.745870298	-0.592246571	0.304830277	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.105222136	0.550465	-0.828200812	0_1	 + 1	PD[];
-0.50286955	0.708927374	0.494514099	0_1	 + 1	PD[];
0.908382876	0.349256278	0.22991434	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.927422399	-0.288391871	0.238155041	0_1	 + 1	PD[];
0.738532016	-0.25971385	0.622189021	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.91081803	0.41196558	-0.0263605267	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.436750109	-0.479537988	-0.761112778	0_1	 + 1	PD[];
-0.752709225	0.651946809	-0.0916197645	0_1	 + 1	PD[];
-0.123247001	0.941306726	-0.314248029	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.0632459206	0.336773274	0.939459268	0_1	 + 1	PD[];
0.606125712	-0.480031574	0.634177664	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.975497397	-0.219892635	-0.00721513061	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.194683097	-0.17034365	0.965961455	0_1	 + 1	PD[];
-0.559924021	-0.506214537	0.655920676	0_1	 + 1	PD[];
0.616938913	-0.362637446	-0.698484402	0_1	 + 1	PD[];
0.877228057	0.187679343	-0.441868081	0_1	 + 1	PD[];
-0.899627537	-0.121373856	-0.419450453	0_1	 + 1	PD[];
-0.816035436	0.134262686	-0.56219187	0_1	 + 1	PD[];
-0.794072613	-0.444952103	0.414084909	0_1	 + 1	PD[];
0.367600076	0.874109732	-0.317493876	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.355203693	-0.30620391	0.883215433	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.235263986	0.953703484	0.187351333	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.0361358828	-0.769914298	-0.637123357	0_1	 + 1	PD[];
0.026765374	-0.969749084	0.242632085	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.601187721	-0.663271137	0.445695774	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,1,5,0],X[1,4,2,3],X[2,5,3,6]];
-0.938867159	-0.339500044	0.0571679878	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.338990383	-0.208849919	0.91731523	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.0664773757	-0.995070155	0.0735944579	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.419344572	0.100764015	0.902217681	0_1	 + 1	PD[];
0.406059839	-0.912842898	0.0428164746	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.468517223	0.294905861	0.83277977	0_1	 + 1	PD[];
-0.970880207	-0.0694560672	-0.229275989	0_1	 + 1	PD[];
-0.73363679	0.628789981	0.257682399	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.576802599	0.712690193	0.399213539	0_1	 + 1	PD[];
0.557522477	0.609780644	-0.563326064	0_1	 + 1	PD[];
0.376840947	-0.803627034	0.460624024	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.503954935	-0.6002844	0.621037892	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,1,5,0],X[2,5,3,6],X[1,4,2,3]];
-0.0570504159	-0.879460748	-0.472539991	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
0.408182445	0.0699459862	0.910216815	0_1	 + 1	PD[];
-0.288854641	0.93601951	-0.201073303	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.984498704	0.0209848854	-0.174131953	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.121123131	-0.12720594	-0.984453064	0_1	 + 1	PD[];
0.421664192	-0.604440587	-0.675907454	0_1	 + 1	PD[];
-0.728231886	-0.0353861488	-0.684416643	0_1	 + 1	PD[];
0.0816727767	-0.110627903	0.990500391	0_1	 + 1	PD[];
0.979974214	0.109143178	-0.166548208	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.523267802	0.851820373	0.0243487204	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.273227722	-0.483241738	-0.831759601	0_1	 + 1	PD[];
0.602030876	-0.550675477	0.578200089	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.289480834	-0.825812523	-0.483977814	0_1	 + 1	PD[];
0.643507322	0.688414486	-0.33463984	0_1	 + 1	PD[];
0.0124703606	-0.260942843	-0.965273703	0_1	 + 1	PD[];
-0.412385932	-0.878078942	0.242724566	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.296251642	0.807123156	-0.510673258	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.0646618153	-0.81806658	-0.571476963	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
0.56050405	0.449115097	0.695795113	0_1	 + 1	PD[];
-0.124786535	0.71170306	-0.691308235	0_1	 + 1	PD[];
-0.975706077	0.135652151	0.1720353	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.884453433	0.241032338	-0.399556675	0_1	 + 1	PD[];
-0.200436381	-0.250595859	0.947115079	0_1	 + 1	PD[];
-0.298112789	-0.318348395	0.899879472	0_1	 + 1	PD[];
0.00326384305	-0.996578283	0.0825897851	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.530176617	0.699208849	0.479603733	0_1	 + 1	PD[];
-0.849480248	0.209387715	0.484293395	0_1	 + 1	PD[];
-0.0525439159	-0.998615608	-0.00245052529	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.33496084	0.427876108	-0.839477976	0_1	 + 1	PD[];
0.185273436	0.604001972	-0.775148612	0_1	 + 1	PD[];
-0.64876995	-0.673718485	0.35383747	0_1	 + 1	PD[];
0.801522907	0.446462611	0.397784071	0_1	 + 1	PD[];
-0.834391627	0.546697357	-0.0700900345	0_1	 + 1	PD[];
-0.393666328	-0.141652433	-0.908273863	0_1	 + 1	PD[];
0.805009176	-0.445801035	0.391435388	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.824995744	-0.565082786	0.00796668464	0_1	 + 1	PD[];
-0.798294312	-0.42220026	0.429503354	0_1	 + 1	PD[];
-0.863769035	-0.118801839	0.489682731	0_1	 + 1	PD[];
0.528572329	0.607083404	0.593347313	0_1	 + 1	PD[];
-0.153500583	-0.0515712	0.986801896	0_1	 + 1	PD[];
-0.778018891	-0.236063603	0.582203212	0_1	 + 1	PD[];
0.0260359635	-0.595800009	-0.802710706	0_1	 + 1	PD[];
-0.748854022	-0.645824973	0.148754022	0_1	 + 1	PD[];
-0.101791049	0.094184101	-0.990337285	0_1	 + 1	PD[];
0.382877767	0.0461072308	-0.922647679	0_1	 + 1	PD[];
0.502958664	-0.684494912	-0.527730327	0_1	 + 1	PD[];
-0.413359604	-0.182287315	0.892135176	0_1	 + 1	PD[];
0.570361191	-0.330295624	-0.752059115	0_1	 + 1	PD[];
0.647904028	-0.168080153	-0.742946453	0_1	 + 1	PD[];
-0.546565198	-0.302581662	0.780839819	0_1	 + 1	PD[];
-0.645835254	0.227278104	-0.728863148	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.509004157	-0.844450336	0.166788485	0_1	 + 1	PD[];
-0.401480814	-0.547316321	0.734341883	0_1	 + 1	PD[];
-0.759688352	0.405261026	-0.508563771	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.972717342	-0.191494617	0.130961003	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.093643762	-0.643232357	-0.75992301	0_1	 + 1	PD[];
-0.87581754	0.287877253	-0.387389112	0_1	 + 1	PD[];
-0.387468109	0.921571881	0.0239527025	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.178308959	-0.394751873	0.901319518	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.381407102	0.8819341	-0.276985316	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.112687563	0.861423386	-0.495228496	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.581040376	-0.0790720526	-0.810024501	0_1	 + 1	PD[];
0.504924725	-0.765212507	-0.399375565	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.993723192	0.0802401578	0.0779470042	0_1	 + 1	PD[];
0.970257214	-0.201123002	-0.134723702	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.774759608	-0.132140062	0.618293258	0_1	 + 1	PD[];
-0.257231422	-0.507292501	0.82248788	0_1	 + 1	PD[];
0.95544556	0.253317135	0.151506472	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.930396801	-0.163629554	0.328004819	0_1	 + 1	PD[];
-0.24284227	0.75538529	-0.608621964	0_1	 + 1	PD[];
-0.223686961	-0.588073744	-0.777260198	0_1	 + 1	PD[];
0.871212642	0.190872686	-0.452278842	0_1	 + 1	PD[];
0.082402606	-0.745702039	0.661164336	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.515508221	0.801742554	-0.302423793	0_1	 + 1	PD[];
